ID	n_rate	c_rate	g_rate	l_rate	l2_rate	taeGut_0	taeGut_1	taeGut_2	taeGut_3	ficAlb_0	ficAlb_1	ficAlb_2	ficAlb_3	pseHum_0	pseHum_1	pseHum_2	pseHum_3	corBra_0	corBra_1	corBra_2	corBra_3	melUnd_0	melUnd_1	melUnd_2	melUnd_3	falPer_0	falPer_1	falPer_2	falPer_3	picPub_0	picPub_1	picPub_2	picPub_3	lepDis_0	lepDis_1	lepDis_2	lepDis_3	halLeu_0	halLeu_1	halLeu_2	halLeu_3	aptFor_0	aptFor_1	aptFor_2	aptFor_3	pygAde_0	pygAde_1	pygAde_2	pygAde_3	fulGla_0	fulGla_1	fulGla_2	fulGla_3	nipNip_0	nipNip_1	nipNip_2	nipNip_3	balReg_0	balReg_1	balReg_2	balReg_3	chaVoc_0	chaVoc_1	chaVoc_2	chaVoc_3	calAnn_0	calAnn_1	calAnn_2	calAnn_3	chaPel_0	chaPel_1	chaPel_2	chaPel_3	cucCan_0	cucCan_1	cucCan_2	cucCan_3	colLiv_0	colLiv_1	colLiv_2	colLiv_3	mesUni_0	mesUni_1	mesUni_2	mesUni_3	galGal_0	galGal_1	galGal_2	galGal_3	melGal_0	melGal_1	melGal_2	melGal_3	anaPla_0	anaPla_1	anaPla_2	anaPla_3	aptHaa_0	aptHaa_1	aptHaa_2	aptHaa_3	aptOwe_0	aptOwe_1	aptOwe_2	aptOwe_3	aptRow_0	aptRow_1	aptRow_2	aptRow_3	casCas_0	casCas_1	casCas_2	casCas_3	droNov_0	droNov_1	droNov_2	droNov_3	rheAme_0	rheAme_1	rheAme_2	rheAme_3	rhePen_0	rhePen_1	rhePen_2	rhePen_3	cryCin_0	cryCin_1	cryCin_2	cryCin_3	tinGut_0	tinGut_1	tinGut_2	tinGut_3	eudEle_0	eudEle_1	eudEle_2	eudEle_3	notPer_0	notPer_1	notPer_2	notPer_3	anoDid_0	anoDid_1	anoDid_2	anoDid_3	strCam_0	strCam_1	strCam_2	strCam_3	allMis_0	allMis_1	allMis_2	allMis_3	allSin_0	allSin_1	allSin_2	allSin_3	croPor_0	croPor_1	croPor_2	croPor_3	gavGan_0	gavGan_1	gavGan_2	gavGan_3	chrPic_0	chrPic_1	chrPic_2	chrPic_3	cheMyd_0	cheMyd_1	cheMyd_2	cheMyd_3	anoCar_0	anoCar_1	anoCar_2	anoCar_3	taeGut.ficAlb_0	taeGut.ficAlb_1	taeGut.ficAlb_2	taeGut.ficAlb_3	taeGut.pseHum_0	taeGut.pseHum_1	taeGut.pseHum_2	taeGut.pseHum_3	taeGut.corBra_0	taeGut.corBra_1	taeGut.corBra_2	taeGut.corBra_3	taeGut.melUnd_0	taeGut.melUnd_1	taeGut.melUnd_2	taeGut.melUnd_3	taeGut.falPer_0	taeGut.falPer_1	taeGut.falPer_2	taeGut.falPer_3	picPub.lepDis_0	picPub.lepDis_1	picPub.lepDis_2	picPub.lepDis_3	picPub.halLeu_0	picPub.halLeu_1	picPub.halLeu_2	picPub.halLeu_3	taeGut.picPub_0	taeGut.picPub_1	taeGut.picPub_2	taeGut.picPub_3	aptFor.pygAde_0	aptFor.pygAde_1	aptFor.pygAde_2	aptFor.pygAde_3	aptFor.fulGla_0	aptFor.fulGla_1	aptFor.fulGla_2	aptFor.fulGla_3	aptFor.nipNip_0	aptFor.nipNip_1	aptFor.nipNip_2	aptFor.nipNip_3	taeGut.aptFor_0	taeGut.aptFor_1	taeGut.aptFor_2	taeGut.aptFor_3	balReg.chaVoc_0	balReg.chaVoc_1	balReg.chaVoc_2	balReg.chaVoc_3	taeGut.balReg_0	taeGut.balReg_1	taeGut.balReg_2	taeGut.balReg_3	calAnn.chaPel_0	calAnn.chaPel_1	calAnn.chaPel_2	calAnn.chaPel_3	calAnn.cucCan_0	calAnn.cucCan_1	calAnn.cucCan_2	calAnn.cucCan_3	taeGut.calAnn_0	taeGut.calAnn_1	taeGut.calAnn_2	taeGut.calAnn_3	colLiv.mesUni_0	colLiv.mesUni_1	colLiv.mesUni_2	colLiv.mesUni_3	taeGut.colLiv_0	taeGut.colLiv_1	taeGut.colLiv_2	taeGut.colLiv_3	galGal.melGal_0	galGal.melGal_1	galGal.melGal_2	galGal.melGal_3	galGal.anaPla_0	galGal.anaPla_1	galGal.anaPla_2	galGal.anaPla_3	taeGut.galGal_0	taeGut.galGal_1	taeGut.galGal_2	taeGut.galGal_3	aptHaa.aptOwe_0	aptHaa.aptOwe_1	aptHaa.aptOwe_2	aptHaa.aptOwe_3	aptHaa.aptRow_0	aptHaa.aptRow_1	aptHaa.aptRow_2	aptHaa.aptRow_3	casCas.droNov_0	casCas.droNov_1	casCas.droNov_2	casCas.droNov_3	aptHaa.casCas_0	aptHaa.casCas_1	aptHaa.casCas_2	aptHaa.casCas_3	rheAme.rhePen_0	rheAme.rhePen_1	rheAme.rhePen_2	rheAme.rhePen_3	aptHaa.rheAme_0	aptHaa.rheAme_1	aptHaa.rheAme_2	aptHaa.rheAme_3	cryCin.tinGut_0	cryCin.tinGut_1	cryCin.tinGut_2	cryCin.tinGut_3	eudEle.notPer_0	eudEle.notPer_1	eudEle.notPer_2	eudEle.notPer_3	cryCin.eudEle_0	cryCin.eudEle_1	cryCin.eudEle_2	cryCin.eudEle_3	cryCin.anoDid_0	cryCin.anoDid_1	cryCin.anoDid_2	cryCin.anoDid_3	aptHaa.cryCin_0	aptHaa.cryCin_1	aptHaa.cryCin_2	aptHaa.cryCin_3	aptHaa.strCam_0	aptHaa.strCam_1	aptHaa.strCam_2	aptHaa.strCam_3	taeGut.aptHaa_0	taeGut.aptHaa_1	taeGut.aptHaa_2	taeGut.aptHaa_3	allMis.allSin_0	allMis.allSin_1	allMis.allSin_2	allMis.allSin_3	croPor.gavGan_0	croPor.gavGan_1	croPor.gavGan_2	croPor.gavGan_3	allMis.croPor_0	allMis.croPor_1	allMis.croPor_2	allMis.croPor_3	taeGut.allMis_0	taeGut.allMis_1	taeGut.allMis_2	taeGut.allMis_3	chrPic.cheMyd_0	chrPic.cheMyd_1	chrPic.cheMyd_2	chrPic.cheMyd_3	taeGut.chrPic_0	taeGut.chrPic_1	taeGut.chrPic_2	taeGut.chrPic_3	taeGut.anoCar_0	taeGut.anoCar_1	taeGut.anoCar_2	taeGut.anoCar_3
mCE636424	4.57118	0.116936	0.598072	0.0350183	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.997111	0.00288889	0	0	0.947667	0.0523333	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0.223222	0.776778	0	0	0.989333	0.0106667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.248889	0.751111	0
mCE639498	2.12375	0.142483	0.604179	0.0251933	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999556	0.000444444	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.979444	0.0205556	0	0	0.980889	0.0191111	0	0	0.942222	0.0577778	0	0	0.998	0.002	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999556	0.000444444	0	0	0.998889	0.00111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.995	0.005	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.251889	0.748111	0
mCE639610	2.72924	0.176576	0.588338	0.0271712	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999556	0.000444444	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999333	0.000666667	0	0	0.999556	0.000444444	0	0	0.999778	0.000222222	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.998444	0.00155556	0	0	1	0	0	0	1	0	0	0	0.939444	0.0605556	0	0	0.759889	0.240111	0	0	0.990333	0.00966667	0	0	0.998889	0.00111111	0	0	0.999889	0.000111111	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.957778	0.0422222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.246	0.754	0
mCE646019	0.786469	0.13898	0.593532	0.02501	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.989	0.011	0	0	0.990778	0.00922222	0	0	0.955667	0.0443333	0	0	1	0	0	0	0.990444	0.00955556	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999444	0.000555556	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.252556	0.747444	0
mCE648565	8.11559	0.16407	0.182219	0.0451384	0	0	0.867889	0.132111	0	0	0.659111	0.340889	0	0	0.886667	0.113333	0	0	0.698778	0.301222	0	0	0.403667	0.596333	0	0	0.910556	0.0894444	0	0	0.996444	0.00355556	0	0	0.967667	0.0323333	0	0	0.948889	0.0511111	0	0	0.0241111	0.975778	0.000111111	0	0.0217778	0.978222	0	0	0.0166667	0.983333	0	0	0.0957778	0.904222	0	0	0.284	0.716	0	0	0.103333	0.896667	0	0	0.00933333	0.990667	0	0	0.476333	0.523667	0	0	0.194111	0.805889	0	0	0.982111	0.0178889	0	0	0.874333	0.125667	0	0	0	1	0	0	0	1	0	0	0.000444444	0.999556	0	0	0.001	0.981111	0.0178889	0	0.000777778	0.983222	0.016	0	0.00122222	0.995556	0.00322222	0	0.00122222	0.997	0.00177778	0	0.000888889	0.999	0.000111111	0	0.003	0.995111	0.00188889	0	0.00288889	0.996111	0.001	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0.159444	0.840556	0	0	0.640222	0.359778	0	0	0.647667	0.352333	0	0	0.729222	0.270778	0	0	0.756444	0.243556	0	0	0.955	0.045	0	0	0.959333	0.0406667	0	1	0	0	0	0	0.876889	0.123111	0	0	0.89	0.11	0	0	0.891	0.109	0	0	0.895889	0.104111	0	0	0.949889	0.0501111	0	0	0.996444	0.00355556	0	0	0.996444	0.00355556	0	0	0.996444	0.00355556	0	0	0.0352222	0.964778	0	0	0.0627778	0.937222	0	0	0.204556	0.795444	0	0	0.996444	0.00355556	0	0	0.378	0.622	0	0	0.996444	0.00355556	0	0	0.477111	0.522889	0	0	0.540222	0.459778	0	0	0.996444	0.00355556	0	0	0.986667	0.0133333	0	0	0.996444	0.00355556	0	0	0	1	0	0	0.0105556	0.989444	0	0	0.996444	0.00355556	0	0	0.00111111	0.998111	0.000777778	0	0.00155556	0.998444	0	0	0.00122222	0.998778	0	0	0.004	0.996	0	0	0.00366667	0.996333	0	0	0.0175556	0.982444	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.0846667	0.915333	0	0	0.179333	0.820667	0	0	1	0	0	0	0.800222	0.199778	0	0	0.897889	0.102111	0	0	0.998667	0.00133333	0	0	1	0	0	0	0.999111	0.000888889	0	0	1	0	0	1	0	0	0
mCE650092	3.85494	0.399843	0.601353	0.0344926	0	0	0	1	0	0	0	1	0	0	0	0.997333	0.00266667	0	0	1	0	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.998778	0.00122222	0	0	0.999	0.001	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	0.998444	0.00155556	0	0	0.999444	0.000555556	0	0	1	0	0	0	0.710111	0.289889	0	0	0.351333	0.648667	0	0	0.994889	0.00511111	0	0	0.990667	0.00933333	0	0	0.935889	0.0641111	0	0	0.974222	0.0257778	0	0	0.979	0.021	0	0	0.993222	0.00677778	0	0	0.993222	0.00677778	0	0	0.988222	0.0117778	0	0	0.976333	0.0236667	0	0	0	1	0	0	0.999444	0.000555556	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00433333	0.995667	0	0	0.00333333	0.996667	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.723556	0.276444	0	0	0.999889	0.000111111	0	0	0.999556	0.000444444	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	0.993222	0.00677778	0	0	0.988778	0.0112222	0	0	0.993222	0.00677778	0	0	0.993444	0.00655556	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.0187778	0.981222	0	0	0.00677778	0.993222	0	0	0.272889	0.727111	0	1	0	0	0
mCE654902	3.86129	0.313685	0.596356	0.0310544	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	0.999556	0.000444444	0	0	0.993889	0.00611111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999	0.001	0	0	0.998556	0.00144444	0	0	0.999	0.001	0	0	0.654333	0.345667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.967889	0.0321111	0	0	0.969778	0.0302222	0	0	0.894444	0.105556	0	0	0.996556	0.00344444	0	0	0.998333	0.00166667	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0.999889	0.000111111	0	0	0.985333	0.0146667	0	0	1	0	0	0.000111111	0.998333	0.00155556	0	0.000222222	0.995556	0.00422222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	0	0.991444	0.00855556	0	0	0.999333	0.000666667	0	0	0.999	0.001	0	0	0.999778	0.000222222	0	0	0	1	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	0.000222222	0.999778	0	0	0.000222222	0.999778	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000222222	0.999778	0	0	0	1	0	0	0.000222222	0.999778	0	0	0.253778	0.746222	0
mCE661273	3.58043	0.420861	0.585658	0.0397262	0	0	0	0.993333	0.00666667	0	0	0.972111	0.0278889	0	0	0.994444	0.00555556	0	0	0.994111	0.00588889	1	0.000777778	0.231	0.768222	0	0.000777778	0.965111	0.0341111	0	0.000888889	0.965667	0.0334444	0	0.000888889	0.963778	0.0353333	0	0.000444444	0.992333	0.00722222	0	0.000222222	0.986	0.0137778	0	0.000111111	0.988556	0.0113333	0	0.000666667	0.945	0.0543333	0	0.000444444	0.996	0.00355556	0	0.000555556	0.984778	0.0146667	0	0.000333333	0.996333	0.00333333	0	0	0.995778	0.00422222	0	0.000222222	0.994444	0.00533333	0	0.000888889	0.875556	0.123556	0	0.000888889	0.954778	0.0443333	0	0.000222222	0.997111	0.00266667	0	0.000777778	0.963	0.0362222	0	0.000666667	0.982111	0.0172222	0	0.000666667	0.99	0.00933333	0	0	0.949	0.051	0	0	0.951111	0.0488889	0	0	0.976222	0.0237778	0	0	0.991444	0.00855556	0	0	0.995333	0.00466667	0	0	0.981889	0.0181111	0	0	0.984556	0.0154444	0	0	0.998556	0.00144444	0	0	0.998889	0.00111111	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0.998	0.002	0	0.000333333	0.999667	0	0	0.000444444	0.999556	0	0	0.000444444	0.999556	0	0	0.000444444	0.999556	0	0	0.00255556	0.997444	0	0	0.000888889	0.999111	0	0	0.0157778	0.984222	0	0	0	0.994444	0.00555556	0	0	0.996444	0.00355556	0	0	0.998	0.002	0	0.000777778	0.997222	0.002	0	0.000888889	0.997111	0.002	0	0.000888889	0.974889	0.0242222	0	0.000888889	0.992667	0.00644444	0	0.000888889	0.997222	0.00188889	0	0.000333333	0.992556	0.00711111	0	0.000666667	0.993778	0.00555556	0	0.000666667	0.996889	0.00244444	0	0.000888889	0.997556	0.00155556	0	0.000555556	0.996889	0.00255556	0	0.000888889	0.997778	0.00133333	0	0.000222222	0.996111	0.00366667	0	0.000888889	0.996222	0.00288889	0	0.000888889	0.997778	0.00133333	0	0.000888889	0.996444	0.00266667	0	0.000888889	0.997889	0.00122222	0	0.000888889	0.987333	0.0117778	0	0.000888889	0.991667	0.00744444	0	0.000888889	0.998111	0.001	0	0	0.984	0.016	0	0	0.998667	0.00133333	0	0	0.999556	0.000444444	0	0	0.999889	0.000111111	0	0	0.999778	0.000222222	0	0	1	0	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000888889	0.999111	0	0	0.000444444	0.999556	0	0	0.000444444	0.999556	0	0	0.000444444	0.999556	0	0	0.00166667	0.998333	0	0	0.003	0.997	0	0	0.00833333	0.991667	0	0	0.263333	0.736667	0
mCE664679	6.26119	0.129689	0.42331	0.0242346	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999778	0.000222222	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.983556	0.0164444	0	0	0.986333	0.0136667	0	0	0.996111	0.00388889	0	0	0.999778	0.000222222	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	0.000333333	0.999667	0	0	0.000444444	0.999556	0	0	0.000777778	0.999222	0	0	0.000666667	0.999333	0	0	0.783556	0.216444	0	0	0.321444	0.678556	0	0	0.465444	0.534556	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.998667	0.00133333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	0.000222222	0.999778	0	0	0.000666667	0.999333	0	0	0.000666667	0.999333	0	0	0.00177778	0.998222	0	0	0.00277778	0.997222	0	0	0.136667	0.863333	0	0	0.998222	0.00177778	0	0	0.998889	0.00111111	0	0	1	0	0
mCE664784	2.61052	0.138914	0.580635	0.0248379	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999667	0.000333333	0	0	0.998333	0.00166667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.978667	0.0213333	0	0	0.977889	0.0221111	0	0	0.989889	0.0101111	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0.994111	0.00588889	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.00155556	0.998444	0	0	0.623222	0.376778	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.992	0.008	0	0	0.993889	0.00611111	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.121	0.879	0	0	0.00177778	0.998222	0	0	0.376	0.624	0	0	0.999556	0.000444444	0
mCE674346	2.3414	0.16886	0.499324	0.0565126	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	0.990222	0.00977778	0	0	0.998667	0.00133333	0	0	1	0	0	0	1	0	1	0	0.164444	0.835556	0	0	1	0	0	0	0.938444	0.0615556	0	0	0.995778	0.00422222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	0.999444	0.000555556	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	1	0	0.162222	0.837778	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.998667	0.00133333	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999444	0.000555556	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0.001	0.999	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.998889	0.00111111	0
