ID	n_rate	c_rate	g_rate	l_rate	l2_rate	taeGut_0	taeGut_1	taeGut_2	taeGut_3	ficAlb_0	ficAlb_1	ficAlb_2	ficAlb_3	pseHum_0	pseHum_1	pseHum_2	pseHum_3	corBra_0	corBra_1	corBra_2	corBra_3	melUnd_0	melUnd_1	melUnd_2	melUnd_3	falPer_0	falPer_1	falPer_2	falPer_3	picPub_0	picPub_1	picPub_2	picPub_3	lepDis_0	lepDis_1	lepDis_2	lepDis_3	halLeu_0	halLeu_1	halLeu_2	halLeu_3	aptFor_0	aptFor_1	aptFor_2	aptFor_3	pygAde_0	pygAde_1	pygAde_2	pygAde_3	fulGla_0	fulGla_1	fulGla_2	fulGla_3	nipNip_0	nipNip_1	nipNip_2	nipNip_3	balReg_0	balReg_1	balReg_2	balReg_3	chaVoc_0	chaVoc_1	chaVoc_2	chaVoc_3	calAnn_0	calAnn_1	calAnn_2	calAnn_3	chaPel_0	chaPel_1	chaPel_2	chaPel_3	cucCan_0	cucCan_1	cucCan_2	cucCan_3	colLiv_0	colLiv_1	colLiv_2	colLiv_3	mesUni_0	mesUni_1	mesUni_2	mesUni_3	galGal_0	galGal_1	galGal_2	galGal_3	melGal_0	melGal_1	melGal_2	melGal_3	anaPla_0	anaPla_1	anaPla_2	anaPla_3	aptHaa_0	aptHaa_1	aptHaa_2	aptHaa_3	aptOwe_0	aptOwe_1	aptOwe_2	aptOwe_3	aptRow_0	aptRow_1	aptRow_2	aptRow_3	casCas_0	casCas_1	casCas_2	casCas_3	droNov_0	droNov_1	droNov_2	droNov_3	rheAme_0	rheAme_1	rheAme_2	rheAme_3	rhePen_0	rhePen_1	rhePen_2	rhePen_3	cryCin_0	cryCin_1	cryCin_2	cryCin_3	tinGut_0	tinGut_1	tinGut_2	tinGut_3	eudEle_0	eudEle_1	eudEle_2	eudEle_3	notPer_0	notPer_1	notPer_2	notPer_3	anoDid_0	anoDid_1	anoDid_2	anoDid_3	strCam_0	strCam_1	strCam_2	strCam_3	allMis_0	allMis_1	allMis_2	allMis_3	allSin_0	allSin_1	allSin_2	allSin_3	croPor_0	croPor_1	croPor_2	croPor_3	gavGan_0	gavGan_1	gavGan_2	gavGan_3	chrPic_0	chrPic_1	chrPic_2	chrPic_3	cheMyd_0	cheMyd_1	cheMyd_2	cheMyd_3	anoCar_0	anoCar_1	anoCar_2	anoCar_3	taeGut.ficAlb_0	taeGut.ficAlb_1	taeGut.ficAlb_2	taeGut.ficAlb_3	taeGut.pseHum_0	taeGut.pseHum_1	taeGut.pseHum_2	taeGut.pseHum_3	taeGut.corBra_0	taeGut.corBra_1	taeGut.corBra_2	taeGut.corBra_3	taeGut.melUnd_0	taeGut.melUnd_1	taeGut.melUnd_2	taeGut.melUnd_3	taeGut.falPer_0	taeGut.falPer_1	taeGut.falPer_2	taeGut.falPer_3	picPub.lepDis_0	picPub.lepDis_1	picPub.lepDis_2	picPub.lepDis_3	picPub.halLeu_0	picPub.halLeu_1	picPub.halLeu_2	picPub.halLeu_3	taeGut.picPub_0	taeGut.picPub_1	taeGut.picPub_2	taeGut.picPub_3	aptFor.pygAde_0	aptFor.pygAde_1	aptFor.pygAde_2	aptFor.pygAde_3	aptFor.fulGla_0	aptFor.fulGla_1	aptFor.fulGla_2	aptFor.fulGla_3	aptFor.nipNip_0	aptFor.nipNip_1	aptFor.nipNip_2	aptFor.nipNip_3	taeGut.aptFor_0	taeGut.aptFor_1	taeGut.aptFor_2	taeGut.aptFor_3	balReg.chaVoc_0	balReg.chaVoc_1	balReg.chaVoc_2	balReg.chaVoc_3	taeGut.balReg_0	taeGut.balReg_1	taeGut.balReg_2	taeGut.balReg_3	calAnn.chaPel_0	calAnn.chaPel_1	calAnn.chaPel_2	calAnn.chaPel_3	calAnn.cucCan_0	calAnn.cucCan_1	calAnn.cucCan_2	calAnn.cucCan_3	taeGut.calAnn_0	taeGut.calAnn_1	taeGut.calAnn_2	taeGut.calAnn_3	colLiv.mesUni_0	colLiv.mesUni_1	colLiv.mesUni_2	colLiv.mesUni_3	taeGut.colLiv_0	taeGut.colLiv_1	taeGut.colLiv_2	taeGut.colLiv_3	galGal.melGal_0	galGal.melGal_1	galGal.melGal_2	galGal.melGal_3	galGal.anaPla_0	galGal.anaPla_1	galGal.anaPla_2	galGal.anaPla_3	taeGut.galGal_0	taeGut.galGal_1	taeGut.galGal_2	taeGut.galGal_3	aptHaa.aptOwe_0	aptHaa.aptOwe_1	aptHaa.aptOwe_2	aptHaa.aptOwe_3	aptHaa.aptRow_0	aptHaa.aptRow_1	aptHaa.aptRow_2	aptHaa.aptRow_3	casCas.droNov_0	casCas.droNov_1	casCas.droNov_2	casCas.droNov_3	aptHaa.casCas_0	aptHaa.casCas_1	aptHaa.casCas_2	aptHaa.casCas_3	rheAme.rhePen_0	rheAme.rhePen_1	rheAme.rhePen_2	rheAme.rhePen_3	aptHaa.rheAme_0	aptHaa.rheAme_1	aptHaa.rheAme_2	aptHaa.rheAme_3	cryCin.tinGut_0	cryCin.tinGut_1	cryCin.tinGut_2	cryCin.tinGut_3	eudEle.notPer_0	eudEle.notPer_1	eudEle.notPer_2	eudEle.notPer_3	cryCin.eudEle_0	cryCin.eudEle_1	cryCin.eudEle_2	cryCin.eudEle_3	cryCin.anoDid_0	cryCin.anoDid_1	cryCin.anoDid_2	cryCin.anoDid_3	aptHaa.cryCin_0	aptHaa.cryCin_1	aptHaa.cryCin_2	aptHaa.cryCin_3	aptHaa.strCam_0	aptHaa.strCam_1	aptHaa.strCam_2	aptHaa.strCam_3	taeGut.aptHaa_0	taeGut.aptHaa_1	taeGut.aptHaa_2	taeGut.aptHaa_3	allMis.allSin_0	allMis.allSin_1	allMis.allSin_2	allMis.allSin_3	croPor.gavGan_0	croPor.gavGan_1	croPor.gavGan_2	croPor.gavGan_3	allMis.croPor_0	allMis.croPor_1	allMis.croPor_2	allMis.croPor_3	taeGut.allMis_0	taeGut.allMis_1	taeGut.allMis_2	taeGut.allMis_3	chrPic.cheMyd_0	chrPic.cheMyd_1	chrPic.cheMyd_2	chrPic.cheMyd_3	taeGut.chrPic_0	taeGut.chrPic_1	taeGut.chrPic_2	taeGut.chrPic_3	taeGut.anoCar_0	taeGut.anoCar_1	taeGut.anoCar_2	taeGut.anoCar_3
mCE1333824	1.26573	0.0661035	0.594797	0.0396366	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999	0.001	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.947444	0.0525556	0	0	0.944222	0.0557778	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0.948222	0.0517778	0	0	0.948222	0.0517778	0	0	0	1	0	0	0.948333	0.0516667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.249556	0.750444	0
mCE1333980	1.59038	0.232183	0.601688	0.0597122	0	0	0	0.997556	0.00244444	0	0	0.994778	0.00522222	0	0	0.975667	0.0243333	0	0	0.996222	0.00377778	0	0	0.999889	0.000111111	0	0	0.999222	0.000777778	0	0	1	0	0	0	0.997889	0.00211111	0	0	0.998333	0.00166667	0	0	0.990111	0.00988889	0	0	0.993667	0.00633333	0	0	0.997444	0.00255556	0	0	0.999444	0.000555556	0	0	1	0	0	0	0.997778	0.00222222	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.993556	0.00644444	0	0	0.894	0.106	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.984778	0.0152222	0	0	0.952889	0.0471111	0	0	1	0	0	0	0.999889	0.000111111	0	0	0.213333	0.786667	0	0	0.0435556	0.956444	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.003	0.997	0	0	0.00266667	0.997333	0	1	0	0	0	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00222222	0.997778	0	0	0	1	0	0	0.0211111	0.978889	0	0	0.998222	0.00177778	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.0661111	0.933889	0	0	0.0198889	0.980111	0	0	0.314222	0.685778	0	1	0	0	0
mCE1334298	4.29596	0.312301	0.583406	0.0242574	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	0	1	0	0	0.997889	0.00211111	0	0	1	0	0	0	0.997889	0.00211111	0	0	0.998222	0.00177778	0	0	1	0	0	0	0.999444	0.000555556	0	0	0.997333	0.00266667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00155556	0.998444	0	0	0.00377778	0.996222	0	0	0.163778	0.836222	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000222222	0.999778	0	0	0.000777778	0.999222	0	0	0	0.000111111	0.999889	0	0	0.000444444	0.999556	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00955556	0.990444	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.0102222	0.989778	0	0	0.00433333	0.995667	0	0	0.0485556	0.951444	0	0	0.415778	0.584222	0
mCE1341204	5.14461	0.258364	0.591888	0.0247698	0	0	0	0.969667	0.0303333	0	0	0.999889	0.000111111	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.998111	0.00188889	0	0	0.999333	0.000666667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.972	0.028	0	0	0.976889	0.0231111	0	0	0.990444	0.00955556	0	0	0.999111	0.000888889	0	0	0.998444	0.00155556	1	0	0	1	0	0	0	1	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000222222	0.999778	0	0	0.000111111	0.999889	0	0	0.000555556	0.999444	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	0	0.992667	0.00733333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000222222	0.999778	0	0	0.000333333	0.999667	0	0	0.245111	0.754889	0
mCE1342167	1.03378	0.126045	0.584729	0.0414176	0	0	0	0.954222	0.0457778	0	0	1	0	0	0	0.999222	0.000777778	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999556	0.000444444	0	0	0.989889	0.0101111	0	0	1	0	0	0	0.998333	0.00166667	0	0	0.999556	0.000444444	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.982778	0.0172222	0	0	0.985	0.015	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.939222	0.0607778	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0.985111	0.0148889	0	0	0.985111	0.0148889	0	0	0.000111111	0.999889	0	0	0.985556	0.0144444	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.245889	0.754111	0
mCE1347665	0.753243	0.0858949	0.589883	0.0388695	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.950778	0.0492222	0	0	1	0	0	0	1	0	0	0	0.999111	0.000888889	0	0	0.965	0.035	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.787556	0.212444	0	0	0.939333	0.0606667	0	0	0.987778	0.0122222	0	0	0.999	0.001	0	0	0.999222	0.000777778	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0.257667	0.742333	0	0	1	0	0	0	1	0	0	0	0.999444	0.000555556	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.962333	0.0376667	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.248556	0.751444	0
mCE1355234	1.7106	0.226643	0.577501	0.0693356	0	0	0	1	0	0	0	0.993444	0.00655556	0	0	1	0	0	0	1	0	0	0	0.999111	0.000888889	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.996556	0.00344444	0	0	0.660111	0.339889	0	0	0.999889	0.000111111	0	0	1	0	0	0	0.998333	0.00166667	0	0	1	0	0	0	1	0	0	0	0.999556	0.000444444	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	0.999889	0.000111111	0	0	0.977667	0.0223333	0	0	0.940778	0.0592222	0	0	0.942	0.058	0	0	0.978556	0.0214444	0	0	0.989333	0.0106667	0	0	0.260889	0.739111	0	0	0	1	0	0	0	1	0	0	0.013	0.987	0	0	0.983222	0.0167778	0	0	0.997	0.003	0	0	0.921222	0.0787778	0	0	1	0	1	0	0.136778	0.863222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000888889	0.999111	0	0	0.00277778	0.997222	0	0	0.239222	0.760778	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.987667	0.0123333	0	0	0.999778	0.000222222	0	0	0.992111	0.00788889	0	0	0.999778	0.000222222	0	0	0	1	0	0	0.999778	0.000222222	0	0	0.994222	0.00577778	0	0	0.998667	0.00133333	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00455556	0.995444	0	0	0.00511111	0.994889	0	0	0.0493333	0.950667	0	0	0.468333	0.531667	0
mCE1355622	4.4608	0.312651	0.580956	0.0274788	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.001	0.996333	0.00266667	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000111111	0.998222	0.00166667	0	0	0.998333	0.00166667	0	0.000888889	0.979667	0.0194444	0	0.000777778	0.999	0.000222222	0	0	1	0	0	0.000111111	0.999889	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0	1	0	0	0.00144444	0.998556	0	0	0.00644444	0.993333	0.000222222	0	0.0138889	0.982889	0.00322222	0	0.00933333	0.990667	0	0	0	0.972333	0.0276667	0	0	0.974111	0.0258889	0	0	0.988778	0.0112222	0	0	0.81	0.19	0	0	0.987444	0.0125556	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.0388889	0.961111	0	0	0.0336667	0.966333	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000222222	0.999778	0	0	0.001	0.999	0	0	0.000222222	0.999778	0	0	0.000444444	0.999556	0	0	0.001	0.999	0	0	0.000111111	0.999889	0	0	0.001	0.999	0	0	0.00111111	0.998889	0	0	0.00111111	0.998889	0	0	0.000222222	0.999778	0	0	0.00111111	0.998889	0	0	0	1	0	0	0.000777778	0.999222	0	0	0.00155556	0.998444	0	0	0.00155556	0.998444	0	0	0.003	0.997	0	0	0.0155556	0.984333	0.000111111	0	0.0155556	0.984444	0	0	0.0155556	0.984444	0	0	0	0.993333	0.00666667	0	0	1	0	0	0	0.997889	0.00211111	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000444444	0.999556	0	0	0.0163333	0.983667	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000222222	0.999778	0	0	0.0467778	0.953222	0	0	0.0603333	0.939667	0	0	0.320111	0.679889	0	1	0	0	0
mCE1356582	0.62422	0.122225	0.501492	0.0511461	0	0	0	0.999444	0.000555556	0	0	0.994667	0.00533333	0	0	0.999889	0.000111111	0	0	0.31	0.69	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	0.981222	0.0187778	0	0	0.984333	0.0156667	0	0	0.99	0.01	0	0	0.992111	0.00788889	0	0	0.968778	0.0312222	0	0	0.999889	0.000111111	0	0	0.985	0.015	0	0	1	0	0	0	0.999889	0.000111111	0	0	0.999778	0.000222222	0	0	0.963444	0.0365556	0	0	0.999889	0.000111111	0	0	1	0	0	0	0.967	0.033	0	0	0.999889	0.000111111	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.996	0.004	0	0	0.999667	0.000333333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0
mCE1362685	9.07558	0.347037	0.597874	0.0237426	0	0	0	0.974	0.026	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	0	1	0	0	0	0.984333	0.0156667	0	0	0.985889	0.0141111	0	0	0	1	0	0	0.999778	0.000222222	0	0	1	0	0	0	0.987	0.013	0	0	0.999222	0.000777778	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00511111	0.994889	0	0	0.0191111	0.980889	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	0	0.992889	0.00711111	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.0206667	0.979333	0	0	0.0236667	0.976333	0	0	0.287667	0.712333	0	1	0	0	0
mCE1364007	1.36233	0.127106	0.495503	0.0390125	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	0.998333	0.00166667	0	0	0.998889	0.00111111	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.965	0.035	0	0	0.965667	0.0343333	0	0	0.985333	0.0146667	0	0	0.984444	0.0155556	0	0	0.999	0.001	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.00111111	0.998889	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.006	0.994	0	0	0.00655556	0.993444	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.993778	0.00622222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00333333	0.996667	0	0	0.00688889	0.993111	0	0	1	0	0	0	1	0	0
mCE1366328	4.21579	0.200137	0.372988	0.0257188	0	0	0	0.970889	0.0291111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999667	0.000333333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	0.991111	0.00888889	0	0	0.993333	0.00666667	0	0	0.999667	0.000333333	0	0	0.941444	0.0585556	0	0	0.998778	0.00122222	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0.972	0.028	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.710889	0.289111	0	0	0.846444	0.153556	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.0405556	0.959444	0	0	0.881333	0.118667	0	0	0.937	0.063	0	1	0	0	0
