No.	ID	loglik_NUll	loglik_RES	loglik_all	log_ratio	loglik_Max1	loglik_Max2	loglik_Max3
0	0	-1116.849	-1054.5436	-1060.2402	62.30532	-1098.1104	-1047.6658	-1047.6645
1	1	-1598.9318	-1537.41	-1541.8573	61.521851	-1579.7714	-1526.3861	-1530.9846
2	2	-1848.2022	-1831.2881	-1837.5283	16.914092	-1845.0005	-1824.5554	-1825.434
3	3	-1430.0529	-1374.0696	-1379.7702	55.983333	-1411.1387	-1367.5365	-1367.5359
4	4	-963.14519	-889.18669	-894.86828	73.9585	-943.23865	-882.09525	-882.09506
5	5	-1409.7461	-1391.2665	-1396.9238	18.479567	-1392.0511	-1384.5255	-1384.5257
6	6	-1290.7103	-1258.6446	-1264.3846	32.065664	-1287.2128	-1251.5979	-1251.6934
7	7	-1028.8632	-987.90385	-993.81489	40.959339	-1025.1639	-979.974	-980.07158
8	8	-928.7458	-907.96525	-912.5048	20.780544	-924.94892	-896.08328	-900.68961
9	9	-1430.9836	-1410.7756	-1416.8308	20.208042	-1427.5368	-1403.5764	-1404.1619
10	10	-1309.3565	-1285.9329	-1291.8122	23.42357	-1305.816	-1278.9998	-1278.334
11	11	-1555.8557	-1530.7764	-1536.5403	25.079362	-1552.4817	-1523.8498	-1523.8279
12	12	-1518.1615	-1473.628	-1479.2264	44.533459	-1499.5915	-1467.0949	-1467.0946
13	13	-1378.3499	-1335.5917	-1341.2576	42.758142	-1363.5389	-1328.9071	-1328.906
14	14	-1198.0866	-1122.6413	-1128.3581	75.445283	-1177.3665	-1115.8753	-1115.877
15	15	-1248.2483	-1182.3345	-1188.2567	65.913873	-1226.2682	-1175.3453	-1175.3386
16	16	-1337.098	-1279.5386	-1285.2306	57.559463	-1333.5903	-1272.1893	-1272.8449
17	17	-1470.027	-1408.5703	-1414.2427	61.456664	-1450.5155	-1402.0709	-1402.0725
18	18	-1143.4532	-1102.1323	-1107.435	41.320874	-1139.8159	-1090.4929	-1095.172
19	19	-1542.2441	-1496.8121	-1502.5262	45.432031	-1524.3558	-1490.3112	-1490.3102
20	20	-1158.2429	-1106.6257	-1112.5475	51.617248	-1143.1483	-1099.4811	-1099.4748
21	21	-1731.1138	-1669.7525	-1675.4016	61.361317	-1712.2988	-1663.376	-1663.3758
22	22	-1473.1277	-1391.388	-1397.3596	81.739701	-1454.2943	-1384.4008	-1384.3349
23	23	-1478.3794	-1444.9414	-1450.6114	33.437981	-1474.9375	-1438.3009	-1438.3026
24	24	-1310.9641	-1258.6927	-1264.3963	52.271462	-1292.0863	-1252.0609	-1252.0613
25	25	-920.8709	-850.89681	-856.58381	69.974086	-901.19811	-843.68972	-843.68949
26	26	-1569.4871	-1560.2119	-1566.0595	9.2752356	-1566.1191	-1551.2072	-1552.989
27	27	-692.66853	-610.92216	-616.86363	81.746372	-672.75227	-602.7793	-602.77991
28	28	-1153.6549	-1074.6522	-1080.3327	79.002689	-1134.498	-1067.7986	-1067.8006
29	29	-922.36037	-905.57637	-911.24262	16.784004	-918.52105	-894.75568	-898.1352
30	30	-1697.7137	-1671.435	-1677.0484	26.278774	-1678.0565	-1662.6671	-1665.0244
31	31	-1316.8526	-1268.0482	-1273.7484	48.80442	-1297.7416	-1261.4077	-1261.409
32	32	-1517.2189	-1483.9845	-1489.931	33.234357	-1500.0574	-1477.0551	-1477.0615
33	33	-1441.4626	-1422.8791	-1428.2471	18.583491	-1438.0229	-1411.9624	-1412.8266
34	34	-1435.1533	-1385.7417	-1391.675	49.411588	-1416.7097	-1378.9493	-1378.9472
35	35	-1462.1912	-1447.4542	-1455.6332	14.736928	-1458.7861	-1440.9468	-1441.6883
36	36	-1420.756	-1380.6685	-1389.4275	40.087424	-1400.2223	-1373.1572	-1373.7196
37	37	-1153.5116	-1108.0289	-1113.7543	45.482704	-1134.6204	-1098.49	-1100.1527
38	38	-1505.3665	-1464.1249	-1470.0385	41.241606	-1490.0853	-1457.3389	-1457.3463
39	39	-1201.5369	-1145.8369	-1151.7552	55.69999	-1182.6598	-1137.9482	-1137.9426
40	40	-1360.86	-1330.1884	-1336.0735	30.671604	-1346.391	-1322.804	-1322.6673
41	41	-1369.2203	-1322.6029	-1327.6862	46.617431	-1355.2545	-1311.3971	-1314.9864
42	42	-1584.2531	-1550.3978	-1556.2992	33.85531	-1565.4617	-1543.0148	-1542.9795
43	43	-1178.341	-1125.9907	-1131.9223	52.35027	-1159.4787	-1118.912	-1118.8997
44	44	-1506.2657	-1456.0112	-1461.6784	50.254527	-1486.9661	-1449.5312	-1449.531
45	45	-1418.0645	-1383.689	-1389.3854	34.375508	-1399.0045	-1377.0886	-1377.0886
46	46	-1503.4845	-1459.1429	-1465.0466	44.341586	-1484.8085	-1452.6164	-1452.5703
47	47	-1499.7187	-1441.9518	-1448.1118	57.766921	-1481.0382	-1434.1349	-1434.1259
48	48	-1205.3438	-1172.279	-1178.3947	33.064791	-1201.7801	-1165.5772	-1165.5701
49	49	-1175.0129	-1130.2524	-1135.8305	44.760537	-1171.4115	-1119.8204	-1122.4555
50	50	-1605.2472	-1577.2493	-1583.0528	27.99791	-1586.2344	-1567.8509	-1570.6022
51	51	-1200.3009	-1159.3513	-1165.2539	40.949607	-1181.2708	-1151.2237	-1152.2948
52	52	-1166.9741	-1099.6259	-1105.5557	67.348201	-1147.9925	-1092.5018	-1092.5018
53	53	-1106.2818	-1034.5897	-1040.619	71.69215	-1087.1904	-1026.4745	-1026.4612
54	54	-1383.6066	-1305.0252	-1310.8663	78.581423	-1364.5919	-1298.509	-1298.4917
55	55	-1344.3927	-1312.615	-1318.5032	31.777703	-1340.9313	-1305.8083	-1305.806
56	56	-1499.9114	-1447.9597	-1453.6541	51.951701	-1481.1139	-1441.4127	-1441.1179
57	57	-1239.6964	-1175.7197	-1181.5261	63.976715	-1219.0201	-1166.4298	-1167.6161
58	58	-1096.4434	-1052.8611	-1058.654	43.582374	-1092.7868	-1043.7336	-1045.1062
59	59	-923.12674	-897.03921	-902.9241	26.087535	-919.28923	-889.66762	-889.66637
60	60	-1947.6803	-1919.3447	-1924.9004	28.335538	-1927.0444	-1908.7822	-1912.4787
61	61	-876.19086	-852.73016	-858.4303	23.460697	-872.31123	-844.82174	-844.78217
62	62	-1143.8652	-1088.2422	-1093.9348	55.623001	-1124.8688	-1081.3846	-1081.3854
63	63	-1086.5315	-1059.2042	-1066.6901	27.327299	-1082.8535	-1052.6136	-1052.5213
64	64	-1864.316	-1849.8879	-1855.5592	14.428023	-1861.1126	-1841.7042	-1843.4891
65	65	-1320.8772	-1308.6694	-1314.5227	12.207777	-1317.3987	-1301.4733	-1301.372
66	66	-1344.7012	-1276.9395	-1282.9738	67.761639	-1341.2067	-1270.0496	-1270.6504
67	67	-1342.375	-1296.0028	-1301.9133	46.372234	-1323.2381	-1289.0524	-1289.0537
68	68	-1330.3401	-1276.8487	-1282.7558	53.491417	-1310.6796	-1269.0608	-1269.0468
69	69	-1634.2309	-1586.6263	-1592.5922	47.604664	-1615.4987	-1580.0074	-1580.0081
70	70	-1484.7002	-1457.4897	-1463.38	27.210491	-1481.251	-1449.6184	-1450.1874
71	71	-1123.5963	-1076.4976	-1082.359	47.098718	-1119.9448	-1068.6631	-1068.5708
72	72	-1185.1878	-1149.5149	-1155.1805	35.672878	-1165.9901	-1139.9928	-1141.7973
